location,totaltweets,retweetcount,hashtags,date,Clean Text,Sentiment
Danmark,17747,7,['dkpol'],2021-08-14 22:36:19,styr dig   som altid har jeg ganske godt styr på det jeg skriver om  det ved jeg godt er utroligt ubelejligt for dig  for jeg er svær at debattere med/mod  for jeg ved hvad jeg taler om og har styr på mine argumenter       støtter sharia som officiel lov i afghanistan    ,4.0
,62396,0,"['dkpol', 'dkgreen']",2021-08-14 22:36:13, hvad vil det sige at  løse problemet   danmark udleder under      af global co   vi kan end ikke påvirke klimaet målbart om så alle danskere blev beamet til månen i morgen og derfor stoppede med at udlede co     ,1.0
Syddanmark,344459,17,"['afghansketolke', 'dkpol', 'dkmedier']",2021-08-14 22:35:23,de stod foran os     reddede vores liv   fuck jer   jeres svigt er det mest nedrige     ,-2.0
København,8083,17,"['afghansketolke', 'dkpol', 'dkmedier']",2021-08-14 22:34:23,de stod foran os     reddede vores liv   fuck jer   jeres svigt er det mest nedrige     ,-2.0
,37130,10,"['dkpol', 'dkmedier']",2021-08-14 22:30:05,…   men vores samarbejdspartnere skal afvente sagsbehandling før de kan komme i sikkerhed     ,0.0
Danmark,323229,13,['dkpol'],2021-08-14 22:30:04, christiansborg skal finde pengene  jeg håber mette frederiksen har set i sommer  at problemet med ligeløn går ikke væk   siger ⁦⁩ fra sygeplejerskernes demo i københavn til ⁦⁩  ,2.0
Danmark,29489,13,['dkpol'],2021-08-14 22:29:38, christiansborg skal finde pengene  jeg håber mette frederiksen har set i sommer  at problemet med ligeløn går ikke væk   siger ⁦⁩ fra sygeplejerskernes demo i københavn til ⁦⁩  ,2.0
,93,17,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-14 22:29:38,   overalt i verden erkendes det nu at flokimmunitet er uopnåelig  det er nået helt ind på ssi   de siger det er pga  delta varianten  men det skyldes at virus muterer kontinuerligt        ,0.0
,93,5,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-14 22:29:33,   delta er allerede blevet til delta  og sikkert meget andet mange steder  mutationerne fortsætter   alligevel fastholder de  at børnene skal vaccineres  og at  der skal gives en booster        ,0.0
,2240,0,"['dkpol', 'dkforsvar']",2021-08-14 22:27:49,aldrig havde jeg set for mig et kollaps i afghanistan  der gik så stærkt  hurtigere end sovjets exit  hurtigere end saigons fald  en aften som i aften er det svært at være udstyret  over middel  med indfølingsevne  ,4.0
"Frederiksberg, Copenhagen",2732,0,['dkpol'],2021-08-14 22:26:54, nu var der jo så også domsmænd i sagen  som stemte det samme som dommeren  domsmændene er trods alt i flertal  så måske man bare burde overholde loven i stedet  ,0.0
"Frederiksberg, Copenhagen",2732,0,['dkpol'],2021-08-14 22:26:34, nu var der jo så også domsmænd i sagen  som stemte det samme som dommeren  domsmændene er trods alt i flertal  så måske man bare burde overholde loven i stedet  ,0.0
"Solrød, Danmark",2753,4,"['dkpol', 'dkmedier']",2021-08-14 22:26:07,vi svigter vores allierede afghanske samarbejdspartnere   det er det vildeste svigt i dansk udenrigspolitik nogensinde    skam jer   uden undtagelser   halve aftaler er ydmygende    respekt for vore faldne  er det mindste vi som demokrati kan forvente    ,-2.0
Syddanmark,344459,1,['dkpol'],2021-08-14 22:19:22,  jeg kan slet ikke forestille mig  hvor vildt det må føles  at have ofret så meget  for at blive behandlet så elendigt   burde skamme sig og jeg ser personligt frem til  at du fortæller dem nogle hårde sandheder d   /   hepper på dig  ,-1.0
,62396,0,"['dkpol', 'dkmedier']",2021-08-14 22:19:18,  jeg mener man kan ræsonnere sig frem til det logisk og at det er noget nær almen viden   men her er pew research  som viser at    af afghanerne støtter at sharia skal være officiel lov i afghanistan      må inkludere en del kvinder  desværre næsten alle     ,0.0
Danmark,23043,0,['dkpol'],2021-08-14 22:19:07,lige nu er  populær på  ,3.0
⚜️🇩🇰Denmark~Copenhagen Area,32739,0,['dkpol'],2021-08-14 22:18:43, man ledes til at tro dette er gjort i enighed fra begge parter med usas accept  og kan dermed forklare den sindsyge hurtige fremryk og besejring    uanset  skal eu ledere og nato nu op på dupperne  være på forkant og huske og lære af      katastrofen  ,3.0
København NV,38285,1,['dkpol'],2021-08-14 22:17:55,  jeg kan slet ikke forestille mig  hvor vildt det må føles  at have ofret så meget  for at blive behandlet så elendigt   burde skamme sig og jeg ser personligt frem til  at du fortæller dem nogle hårde sandheder d   /   hepper på dig  ,-1.0
"Gladsaxe, Danmark",41146,0,"['Væmligmund', 'DKMedier', 'DKpol']",2021-08-14 22:15:17,en gang stillede cicciolina op i italiensk politik  det synes flere af de blå kommentatorer og medier var helt okay      ik  længe leve æmligmund      kvindekroppen er ikke et våben ,0.0
,4760,5,['dkpol'],2021-08-14 22:14:59,hvem er denne fantastiske mads fra     ,4.0
"California, USA",123779,4,"['dkpol', 'whistleblower', 'dkpol']",2021-08-14 22:14:57,det er så sindsygt at i agerer som i gør   vi i  har kæmpet i vildskab i tyve år  jeg har kæmpet med  i ti år på  området og har efterhånden mistet enhver tiltro til    nu nærmer    sept sig  og vi veteraner glæder os til at tale med jer  ,3.0
Bjerringbro,1481,9,['dkpol'],2021-08-14 22:13:41,hører bbcradio i flere dage har forskellige topeksperter udtalt at det er umuligt at opnå flokimmunitet pga mutationer  derfor taler de om epidemi frem for pandemi  mit spg til  er  hvorfor skal vi vaccinere børn  hvis selv det ikke sikre flokimmunitet  ,-1.0
,62396,0,"['dkpol', 'dkmedier']",2021-08-14 22:13:29,  fandt den selv  sådan set enig med nima i at det er en sørgelig film   men min ‘pointe’ var  at nima med sit tweet selv promoverede videoen  for jeg havde ikke hørt om den før nima reklamerede for den   at jeg skrev det blev nima sur over og blokerede mig     ,-1.0
Norway,7198,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-14 22:12:05,den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt   erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse   den viden frigør en masse tid   perfekt        ,6.0
Syddanmark,344459,4,"['dkpol', 'dkmedier']",2021-08-14 22:11:44,vi svigter vores allierede afghanske samarbejdspartnere   det er det vildeste svigt i dansk udenrigspolitik nogensinde    skam jer   uden undtagelser   halve aftaler er ydmygende    respekt for vore faldne  er det mindste vi som demokrati kan forvente    ,-2.0
Kashmir,1416,1,['dkpol'],2021-08-14 22:11:17,  styr dig   som altid har jeg ganske godt styr på det jeg skriver om  det ved jeg godt er utroligt ubelejligt for dig  for jeg er svær at debattere med/mod  for jeg ved hvad jeg taler om og har styr på mine argumenter       støtter sharia som officiel lov i afghanistan    ,4.0
,69,0,['dkpol'],2021-08-14 22:10:46, mon der er mange unge piger omkring     der kommer med hjem og får privat bopæl hos jeppe kofoed  ,0.0
København,8083,4,"['dkpol', 'dkmedier']",2021-08-14 22:10:23,vi svigter vores allierede afghanske samarbejdspartnere   det er det vildeste svigt i dansk udenrigspolitik nogensinde    skam jer   uden undtagelser   halve aftaler er ydmygende    respekt for vore faldne  er det mindste vi som demokrati kan forvente    ,-2.0
,62396,1,['dkpol'],2021-08-14 22:10:15,  styr dig   som altid har jeg ganske godt styr på det jeg skriver om  det ved jeg godt er utroligt ubelejligt for dig  for jeg er svær at debattere med/mod  for jeg ved hvad jeg taler om og har styr på mine argumenter       støtter sharia som officiel lov i afghanistan    ,4.0
"Herning, Denmark",118955,7,['dkpol'],2021-08-14 22:09:22,styr dig   som altid har jeg ganske godt styr på det jeg skriver om  det ved jeg godt er utroligt ubelejligt for dig  for jeg er svær at debattere med/mod  for jeg ved hvad jeg taler om og har styr på mine argumenter       støtter sharia som officiel lov i afghanistan    ,4.0
,305,7,['dkpol'],2021-08-14 22:08:47,dansk folkeparti står uden invitation til dagens forhandlinger om de afghanske tolke  det er vi meget forundret og uforstående over for  er invitationen gået tabt i processen  eller har  en anden god forklaring    ,-2.0
Bjerringbro,1481,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-14 22:08:14,den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt   erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse   den viden frigør en masse tid   perfekt        ,6.0
,62396,7,['dkpol'],2021-08-14 22:08:12,styr dig   som altid har jeg ganske godt styr på det jeg skriver om  det ved jeg godt er utroligt ubelejligt for dig  for jeg er svær at debattere med/mod  for jeg ved hvad jeg taler om og har styr på mine argumenter       støtter sharia som officiel lov i afghanistan    ,4.0
"Vejle, Danmark",1841,47,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-14 22:06:01,   det er en skandale  at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne   og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det        ,-1.0
,62396,0,['dkpol'],2021-08-14 22:06:01,  i hvilken grad kvinder vs mænd har forskellige holdninger til islam/islamisme i islamistiske kan jeg ikke lige se  men når    i pakistan ser/så positivt på isis eller        af afghanerne er for sharia bliver officiel lov i deres land så er jeg nok ikke helt gal på den    ,0.0
,10034,0,"['venstre', 'dkpol', 'mortenreimar']",2021-08-14 22:05:52,    tweeter mor   læs lyt lær  ,0.0
Copenhagen,2784,8,['dkpol'],2021-08-14 22:04:47,nye borgerlige vil fjerne         offentligt ansatte  men vil kun pege på under en femtedel af de ansatte  de vil fjerne  hvem peger pilen ellers på i pernille vermunds ulykkehjul   ,0.0
Syddanmark,344459,4,"['dkpol', 'whistleblower', 'dkpol']",2021-08-14 22:04:45,det er så sindsygt at i agerer som i gør   vi i  har kæmpet i vildskab i tyve år  jeg har kæmpet med  i ti år på  området og har efterhånden mistet enhver tiltro til    nu nærmer    sept sig  og vi veteraner glæder os til at tale med jer  ,3.0
København,8083,4,"['dkpol', 'whistleblower', 'dkpol']",2021-08-14 22:03:49,det er så sindsygt at i agerer som i gør   vi i  har kæmpet i vildskab i tyve år  jeg har kæmpet med  i ti år på  området og har efterhånden mistet enhver tiltro til    nu nærmer    sept sig  og vi veteraner glæder os til at tale med jer  ,3.0
"København, Danmark",20593,16,"['Afghanistan', 'dkmedier', 'dkpol']",2021-08-14 22:03:42,jeg har tilbragt en nat med afghanske flygtninge og desertører fra den afghanske hær ikke langt fra den iranske grænse i byen van i østtyrkiet  læs i  i dag     ,0.0
,868,80,['dkpol'],2021-08-14 22:03:31,i øvrigt har jeg som etnisk dansk mand helt glemt at tage afstand fra svig og dokumentfalsk  det er vigtigt at understrege over for andre borgere i landet  at vi altså ikke alle sammen er svindlere  nogle af os er faktisk velintegrerede og følger danske værdier og love  ,-8.0
,1097,2,['dkpol'],2021-08-14 22:03:04,i dag har undertegnede haft fornøjelsen af at besøge dfårhus til en snak om politik og organisatorisk arbejde  på billedet er det nana harring  som er en af partiets unge lokale profiler  vi arbejder videre for parti og fædreland   ,3.0
Copenhagen,2784,16,['dkpol'],2021-08-14 22:02:40,hvad en dommer der slet ikke er neutral man tænker jo at han har haft et horn i siden på morten messerschmidt under hele sagen og muligvis derfor har givet så hård en dom mistanken er der  dommerstanden burde tage kraftig afstand fra dette uværdigt   ,-3.0
Copenhagen,3487,2,"['corona', 'vaccine', 'delta', 'coronavaccine', 'dkpol']",2021-08-14 21:58:31,ups…  der er lige så meget virus hos en vaccineret som hos en ikke vaccineret         ,0.0
,1631,1,"['dkpol', 'dkforsvar', 'dkmedier']",2021-08-14 21:56:43,er usa begyndt at bombe egne fly i smadder  så de ikke ryger i hænderne på taleban  det ser sådan ud  what a shitshow    ,-1.0
,62396,0,['dkpol'],2021-08-14 21:55:04,  men selvom det er svært for du og jeg at forstå  så er masser af kvinder også islamister  til trods for det helt selvindlysende burde være imod ens egne interesser  eftersom islam anser kvinder som undermennesker  for mig også uforståeligt  at mænd kan støtte den ideologi  ,-2.0
Denmark,74968,6,"['dkpol', 'dkgreen']",2021-08-14 21:54:44,at omlægge dele af den animalske produktion til plantebaserede fødevarer er fremtiden  men kræver politisk vilje  finansiering – og mod til at gøre op med et gammelt system  der har vist sig ikke at være bæredygtigt  skriver    ,0.0
"Copenhagen, Denmark",6807,1,"['dkpol', 'dkforsvar', 'dkmedier']",2021-08-14 21:53:51,er usa begyndt at bombe egne fly i smadder  så de ikke ryger i hænderne på taleban  det ser sådan ud  what a shitshow    ,-1.0
Copenhagen,6313,1,"['dkaid', 'dkpol']",2021-08-14 21:52:02,vores lokale kollegaer i haiti beder om hjælp til indsatsen efter dagens ødelæggende jordskælv   overvejet at bidrage med penge og personel  det er nu vi skal vise vores solidaritet    ,3.0
Copenhagen,2399,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-14 21:50:19,den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt   erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse   den viden frigør en masse tid   perfekt        ,6.0
"Snekkersten, Denmark",1550,1,['dkpol'],2021-08-14 21:50:12,interessant at morten messerschmidt ved at anke byrettens afgørelse ifølge nogle nu tilsyneladende er schrödingers kat    ,2.0
"Herning, Denmark",118955,0,['dkpol'],2021-08-14 21:47:01,  er kun interesseret i en ting  selvpromovering   og  holder med glæde mikrofonen  da hun passer ind i vinklingen   ren mikrofonholderi fra       ,5.0
,8942,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-14 21:46:53,den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt   erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse   den viden frigør en masse tid   perfekt        ,6.0
"Danmark, Europa",198671,1,['dkpol'],2021-08-14 21:43:59,  altså hvis i skulle være i tvivl  ,-1.0
"Sønderborg, Denmark",5491,64,"['Afghanistan', 'dkpol', 'suk']",2021-08-14 21:43:58,efter vært i  havde brugt ordet tsunami af flygtninge fra   fik  lov til at sige  at flygtninge sjældent stopper i tyrkiet og iran  fakta  antal flygtninge  iflg unhcr        mio          asylansøgere til  sidste år          ,1.0
,2047,10,"['dkpol', 'dkmedier']",2021-08-14 21:42:39,…   men vores samarbejdspartnere skal afvente sagsbehandling før de kan komme i sikkerhed     ,0.0
,62396,0,"['dkmedier', 'dkpol']",2021-08-14 21:41:26, men df betalte også penge tilbage til eu     men det var nok for sf  men ikke for df   hvor er    ,0.0
,62396,0,"['dkmedier', 'tavshed', 'dkpol']",2021-08-14 21:39:49,  … og man undrer sig igen over hvor  er til at afsløre den form for hykleri   men  ,-2.0
,703,59,"['dkpol', 'dksund']",2021-08-14 21:39:33,jobcenter tråd       / i går raskmeldte jeg mig pr    /   med det føler jeg mig også mere fri til  at berette om mine oplevelser  uden gentagne intimideringer som   hvis du er utilfreds er der jo ingen grund til at skrive det nogen steder ,-1.0
,601,24,"['dkmedier', 'dkpol']",2021-08-14 21:39:15,topledelsen i  skylder rikke karlsson en kæmpe undskyldning  som en ægte arrogant mandschauvinist ville have gjort det  nedgjorde og udstillede messerschmidt hende i   som var hun en blank idiot  i virkeligheden var hun bare den ærlige af de to   ,-11.0
"Gladsaxe, Danmark",41146,0,['DKpol'],2021-08-14 21:39:09,nb logik; hvis jeg om lidt laver helikopteren      skal i stadig lytte til mit budskab      fordi      ,0.0
Danmark,127544,0,['dkpol'],2021-08-14 21:38:32,dømt af folkedomstolen  ,0.0
⚜️🇩🇰Denmark~Copenhagen Area,32739,0,['dkpol'],2021-08-14 21:38:08, præsidenten trækker alle styrker ud  vel viden om at taliban ikke er nedkæmpet  sidder og kikker med  mens taliban besætter det ene området efter det andet i et vanvittig tempo der virker unormalt  advarsel er intet værd &amp; kommer for sent    nu skal eu lukke grænserne  ,-2.0
"Hovedstaden, Danmark",2413,5,"['dkpol', 'irakkommision', 'dkmedier']",2021-08-14 21:37:08,den mest skamfulde periode i dansk krigshistorie  nogensinde      vi i   kæmpede alt vi kunne  … og i ved det    at i svigter er utilgiveligt    ny   nu   i må stå til ansvar     ,-9.0
,662,15,"['BeskytBørneneModCovid19', 'ProtectTheKids', 'SikreSkoler', 'COVID19', 'dkpol']",2021-08-14 21:37:06, / nogle udtalelser fra klaus birkelund johansen og christine stabell benn ville i andre lande betegnes som misinformation ørnenemodcovid       ,-2.0
Danmark,23043,0,['dkpol'],2021-08-14 21:36:09,lige nu er  populær på  ,3.0
Danmark,48175,10,"['dkpol', 'dkmedier']",2021-08-14 21:35:50,…   men vores samarbejdspartnere skal afvente sagsbehandling før de kan komme i sikkerhed     ,0.0
Denmark - Copenhagen North,979221,0,"['MongoTV', 'JOHN', 'LÆSER', 'TEXAS', 'Oberst', 'DkPol', 'SvPol', 'NoPol', 'KbhPol', 'dkmedier']",2021-08-14 21:34:17, mongotv_       æser  del       nr      del    den forsvundne         ,0.0
Danmark,241,2,['dkpol'],2021-08-14 21:32:01,ku’ vi måske lige blive enige om  at den ældre generation tog sig sammen og handlede nu fremfor at give både byrde og betaling videre til os     ,-1.0
,62396,0,"['dkpol', 'dkgreen']",2021-08-14 21:31:42,   det er som om du ikke lytter/læser  men bare har en forudindtaget holdning baseret på et ubændigt had  til pernille vermund eller til  rige  eller til danmark/dig selv  oikofobi     du forholder dig ret konsekvent ikke til det jeg skriver til dig  dårlig stil    ,-3.0
,4760,0,['dkpol'],2021-08-14 21:27:53,rené tager fejl  fritidsjob handler ikke om at lære at begå sig i en skurvogn  det man lærer i coop  på mcdonaldsjobbet  eller i som fejedreng kan man tage med sig  det udvikler og modner  og så lærer man også værdien af at tjene sine egne penge   ,-1.0
København NV,38285,10,"['dkpol', 'dkmedier']",2021-08-14 21:26:36,…   men vores samarbejdspartnere skal afvente sagsbehandling før de kan komme i sikkerhed     ,0.0
Danmark,31319,0,"['dkpol', 'dkmedier']",2021-08-14 21:26:27, det da vist korruption når politikerne taler m lobbyister og laver aftaler omk medier og forbruger beskyttelse  hvortil firmaer giver penge til politikere parti  samt privat genvalg kampagne   nå nej  det er lovligt i   ,0.0
"White House, TN",7317,0,['dkpol'],2021-08-14 21:26:05,hvor mange mener der bør være lige løn  mellem kønnene   når jeg nævner køn  mener jeg de   normale  besvar gerne hvorfor   ,1.0
Syddanmark,344459,2,"['dkpol', 'dkpol', 'dkmedier']",2021-08-14 21:24:28,det er forrykt at tingene sker som de gør  blot fordi  og   lefler for de fremmedfjendske df/nb vælgere …  det er intet mindre end vanvittigt     hvor er værdigheden overfor de soldater i sendte i krig    og overfor vores samarbejdspartnere       ,-9.0
"Herning, Danmark",4517,0,['dkpol'],2021-08-14 21:23:27,  med afghanistans komplekse historie  forhold og konflikter in mente  er det godt nok ikke en særlig imponerende politik  han lægger frem  ind imellem er tavshed bare guld  også i   ,4.0
København,8083,2,"['dkpol', 'dkpol', 'dkmedier']",2021-08-14 21:22:48,det er forrykt at tingene sker som de gør  blot fordi  og   lefler for de fremmedfjendske df/nb vælgere …  det er intet mindre end vanvittigt     hvor er værdigheden overfor de soldater i sendte i krig    og overfor vores samarbejdspartnere       ,-9.0
USS Enterprise,49454,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-14 21:20:31,den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt   erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse   den viden frigør en masse tid   perfekt        ,6.0
,62396,0,['dkpol'],2021-08-14 21:19:28,  næ   men hvis taliban kan tage over så skyldes det jo den sørgelige virkelighed  at taliban og islamisme nyder massiv støtte blandt afghanerne   jeg spørger igen; hvor er afghanerne  hvor er den afghanske hær  luftvåben  hvordan kan de lade sig overløbe    ,1.0
Danmark,77820,10,"['dkpol', 'dkmedier']",2021-08-14 21:17:36,…   men vores samarbejdspartnere skal afvente sagsbehandling før de kan komme i sikkerhed     ,0.0
,62396,0,"['dkpol', 'dkmedier', 'Canada', 'ufrihed']",2021-08-14 21:17:15, fair nok og enig ang  canadas coronapolitik  men det spreder sig jo langt udover  coronahåndtering     det er dybt bekymrende og nedslående at se hvad der sker i canada  ikke mindst angående ytringsfrihed  statssanktioneret  wokeness  mv      ,-3.0
Denmark,2190,80,['dkpol'],2021-08-14 21:16:52,i øvrigt har jeg som etnisk dansk mand helt glemt at tage afstand fra svig og dokumentfalsk  det er vigtigt at understrege over for andre borgere i landet  at vi altså ikke alle sammen er svindlere  nogle af os er faktisk velintegrerede og følger danske værdier og love  ,-8.0
"Kolding, Danmark",22,7,"['dkpol', 'dkmedier', 'klartale']",2021-08-14 21:15:45,er komplottet afsløret  er det en radikaliseret venstreorienteret  dommerstand  der laver politisk forfølgelse og selv efter domsafsigelse kan han ikke holde sig i skindet  hvor er den dommers ære  er der ingen adfærdskodeks     ,2.0
,16168,3,['dkpol'],2021-08-14 21:14:22,simpelthen en skandale intet mindre  ikke om jeg har for fem flade øres tiltro til søren holm seerup som dommer  han har afsløret sine politiske sympatier for alverden  han er en skændsel for den danske dommerstand og burde ryge ud på røv og albuer   ,-5.0
,16168,7,"['dkpol', 'dkmedier', 'klartale']",2021-08-14 21:13:56,er komplottet afsløret  er det en radikaliseret venstreorienteret  dommerstand  der laver politisk forfølgelse og selv efter domsafsigelse kan han ikke holde sig i skindet  hvor er den dommers ære  er der ingen adfærdskodeks     ,2.0
"Aalborg , Denmark",37608,149,['dkpol'],2021-08-14 21:13:36,hør her    i sender os i krig på løgne    når vi kommer hjem i stykker  forsvinder i og overlader stumperne til familierne    når flygtningene så bagefter søger os  bygger i et hegn    damn right det skal have konsekvenser for jer at lyve for os    ny irakkommision  nu ,-1.0
København,8083,80,['dkpol'],2021-08-14 21:13:22,i øvrigt har jeg som etnisk dansk mand helt glemt at tage afstand fra svig og dokumentfalsk  det er vigtigt at understrege over for andre borgere i landet  at vi altså ikke alle sammen er svindlere  nogle af os er faktisk velintegrerede og følger danske værdier og love  ,-8.0
,62396,0,"['selvmål', 'dkpol', 'dkmedier']",2021-08-14 21:12:30,nima zamani  blamerede sig med at reklamere for en ydmygende video med kristian hegaard  jeg kommenterede polemisk  for jeg havde aldrig hørt om eller set videoen hvis ikke nima havde skrevet om den   så blokerede nima mig  wtf lol  ål   ,-2.0
EDEN,6498,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-14 21:11:58,den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt   erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse   den viden frigør en masse tid   perfekt        ,6.0
Copenhagen,55259,9,['dkpol'],2021-08-14 21:11:09,i det mindste er naser khader konsistent  et konsistent røvhul  hvis du ikke kæmper imod  er det din egen skyld  både hvis du som kvinde er udsat for seksuel overgreb  el  du som afghaner ser dit land blive overtaget af taliban   ,-10.0
"Aalborg, Denmark. ",6608,0,['dkpol'],2021-08-14 21:10:33,når retsstaten ikke længere er upartisk  og dømmer så retsbevidstheden tilsidesættes  når politikerne ikke længere lytter til vælgerne og skatteyderne  hvad er der så egentlig tilbage af folkestyret og demokratiet   ,2.0
,269,0,"['landsforræderi', 'COVID19dk', 'dkpol']",2021-08-14 21:10:09,  nope  grundloven giver ret til forsamling  og boligens ukrænkelighed blev også brudt af de underbegavede voldsparate pædofile nazi pansersvin  men uanset om grundloven så havde givet den ret eller ej  så er det stadig fascisme af pansersvinene  æderi   ,-1.0
Trunderup/Kværndrup ,1720,59,"['dkpol', 'dksund']",2021-08-14 21:10:02,jobcenter tråd       / i går raskmeldte jeg mig pr    /   med det føler jeg mig også mere fri til  at berette om mine oplevelser  uden gentagne intimideringer som   hvis du er utilfreds er der jo ingen grund til at skrive det nogen steder ,-1.0
"Frederiksberg, Denmark",3805,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-14 21:09:59,den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt   erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse   den viden frigør en masse tid   perfekt        ,6.0
⚜️🇩🇰Denmark~Copenhagen Area,32739,0,['dkpol'],2021-08-14 21:08:15,         til nu      års bekæmpelse har vært spil  talibans fremryk går alt for stærk  tiden er ikke inde til at  vente at se  og undervurdere situation  nu skal sikkerheden op ved europas ydre grænser  det kan ende i tragedie at tage chancer nu   ,0.0
holbæk,6156,0,"['dkpol', 'svindel', 'uansvarligefolkevalgte']",2021-08-14 21:06:24, det er med stor fornøjelse at jeg læser du fik en dom for din ugerninger  desværre betinget  men trods alt blev ansvaret placeret  ekstremt pinligt at du valgte at anke    ,0.0
Syddanmark,344459,10,"['dkpol', 'dkmedier']",2021-08-14 21:05:53,…   men vores samarbejdspartnere skal afvente sagsbehandling før de kan komme i sikkerhed     ,0.0
"Vangede, Denmark",22152,10,"['dkpol', 'dkmedier']",2021-08-14 21:03:33,…   men vores samarbejdspartnere skal afvente sagsbehandling før de kan komme i sikkerhed     ,0.0
København,8083,10,"['dkpol', 'dkmedier']",2021-08-14 21:03:14,…   men vores samarbejdspartnere skal afvente sagsbehandling før de kan komme i sikkerhed     ,0.0
Denmark,4534,59,"['dkpol', 'dksund']",2021-08-14 21:02:45,jobcenter tråd       / i går raskmeldte jeg mig pr    /   med det føler jeg mig også mere fri til  at berette om mine oplevelser  uden gentagne intimideringer som   hvis du er utilfreds er der jo ingen grund til at skrive det nogen steder ,-1.0
"Gladsaxe, Danmark",41146,0,['DKpol'],2021-08-14 20:56:48,før hed det før og efter    september       nu hedder det før og efter corona      hvad bliver det næste   ,0.0
Syddanmark,344459,11,"['dkpol', 'dkmedier']",2021-08-14 20:53:25,folkevalgte der stiller spørgsmålstegn ved domstolenes afgørelser er ikke vores retsstat værdig  domstolene dømmer  og folketinget lovgiver  det skal holdes adskilt  pia    ,1.0
,62396,1,"['ignorance', 'dkpol', 'dkmedier', 'Canada']",2021-08-14 20:51:53, canada opfører sig  etisk korrekt   lol   sådan noget kan man kun sige  hvis man er totalt uvidende om situationen i canada        ,3.0
,405,4,['dkpol'],2021-08-14 20:50:08,derfor kan danmark også med sindsro forlade eu    ,-1.0
,22974,9,['dkpol'],2021-08-14 20:48:11,hører bbcradio i flere dage har forskellige topeksperter udtalt at det er umuligt at opnå flokimmunitet pga mutationer  derfor taler de om epidemi frem for pandemi  mit spg til  er  hvorfor skal vi vaccinere børn  hvis selv det ikke sikre flokimmunitet  ,-1.0
"København, Danmark",47972,0,['dkpol'],2021-08-14 20:47:39, politikens forlag oplyser  at de ikke har nogen kommentarer til sagen    det kan jeg fandme godt forstå  tænk hvis de vel vidende om at det ikke var sandt  har promoveret løgne  for at få bøgerne til at sælge bedre    forkasteligt hvis sandt   ,-2.0
"Hovedstaden, Danmark",2722,1,['dkpol'],2021-08-14 20:45:26,  altså hvis i skulle være i tvivl  ,-1.0
,62396,0,"['dkpol', 'dkmedier']",2021-08-14 20:44:58,  hvad er problemet  det er jo en ganske ædruelig analyse  kun læst det afbillede    kan være udmærket at støtte afghanistan og deres kamp mod islamofascisterne  men hvor er afghanerne  hvor er den afghanske hær  luftvåben   hvordan kan de lade sig overløbe    ,1.0
København,231338,5,['dkpol'],2021-08-14 20:40:37,luk jobcentrene og giv os borgerløn istedet  det her cirkus tjener ikke borgerne   ,0.0
"CPH,LNDN,NYC,MILAN,OSLO,JAPAN",25924,0,['dkpol'],2021-08-14 20:38:55,  men vi alle ved jo  at i er opdraget til at lyve når det passer i jeres kram   så din afstandtagen er ikke   potter pis værd      ,0.0
København,231338,3,['dkpol'],2021-08-14 20:38:47,messerschmidt ville bekæmpe frås med penge i eu  og blev til netop det  han kæmpede imod  dfprofilen morten messerschmidt blev fredag kendt skyldig i dokumentfalsk og svindel med eumidler  ,-7.0
